,adjunct_island,principle_A_c_command,anaphor_number_agreement,principle_A_domain_2,determiner_noun_agreement_with_adjective_1,irregular_plural_subject_verb_agreement_2,distractor_agreement_relative_clause,wh_questions_subject_gap_long_distance,left_branch_island_simple_question,wh_vs_that_no_gap_long_distance,sentential_negation_npi_licensor_present,principle_A_case_2,determiner_noun_agreement_2,principle_A_reconstruction,existential_there_quantifiers_1,npi_present_2,wh_island,wh_questions_object_gap,tough_vs_raising_1,passive_1,ellipsis_n_bar_2,only_npi_scope,determiner_noun_agreement_with_adj_irregular_1,existential_there_subject_raising,wh_vs_that_no_gap,distractor_agreement_relational_noun,regular_plural_subject_verb_agreement_1,determiner_noun_agreement_irregular_1,superlative_quantifiers_1,principle_A_domain_3,expletive_it_object_raising,passive_2,ellipsis_n_bar_1,tough_vs_raising_2,determiner_noun_agreement_with_adj_irregular_2,determiner_noun_agreement_with_adj_2,animate_subject_passive,anaphor_gender_agreement,irregular_past_participle_adjectives,regular_plural_subject_verb_agreement_2,drop_argument,wh_questions_subject_gap,determiner_noun_agreement_irregular_2,superlative_quantifiers_2,coordinate_structure_constraint_object_extraction,matrix_question_npi_licensor_present,animate_subject_trans,principle_A_case_1,transitive,existential_there_object_raising,determiner_noun_agreement_1,coordinate_structure_constraint_complex_left_branch,existential_there_quantifiers_2,npi_present_1,irregular_plural_subject_verb_agreement_1,principle_A_domain_1,intransitive,sentential_negation_npi_scope,sentential_subject_island,inchoative,irregular_past_participle_verbs,complex_NP_island,wh_vs_that_with_gap_long_distance,wh_vs_that_with_gap,causative,left_branch_island_echo_question,only_npi_licensor_present
superlative_quantifiers_2,7.0,4.0,9.0,1.0,3.0,22.0,36.0,25.0,12.0,51.0,3.0,14.0,4.0,9.0,6.0,25.0,6.0,23.0,3.0,24.0,6.0,5.0,5.0,44.0,51.0,21.0,27.0,3.0,15.0,0.0,22.0,9.0,3.0,8.0,9.0,4.0,15.0,2.0,16.0,15.0,2.0,28.0,5.0,1228.0,9.0,0.0,13.0,8.0,19.0,11.0,3.0,14.0,18.0,30.0,18.0,7.0,4.0,11.0,3.0,11.0,26.0,7.0,8.0,3.0,19.0,15.0,12.0
coordinate_structure_constraint_object_extraction,4.0,20.0,0.0,3.0,0.0,7.0,1.0,11.0,258.0,18.0,6.0,12.0,0.0,16.0,11.0,22.0,58.0,16.0,2.0,4.0,8.0,0.0,0.0,6.0,16.0,5.0,7.0,0.0,21.0,0.0,2.0,1.0,12.0,7.0,0.0,0.0,20.0,25.0,26.0,5.0,24.0,12.0,0.0,9.0,1228.0,18.0,5.0,28.0,9.0,3.0,0.0,35.0,11.0,23.0,11.0,29.0,14.0,1.0,26.0,8.0,23.0,55.0,7.0,8.0,4.0,24.0,2.0
matrix_question_npi_licensor_present,16.0,75.0,12.0,19.0,121.0,2.0,3.0,6.0,20.0,0.0,1.0,7.0,131.0,60.0,2.0,4.0,60.0,44.0,90.0,8.0,153.0,1.0,113.0,2.0,0.0,1.0,8.0,134.0,11.0,14.0,2.0,67.0,84.0,3.0,113.0,118.0,63.0,42.0,0.0,1.0,53.0,10.0,125.0,0.0,18.0,1228.0,2.0,6.0,21.0,2.0,134.0,2.0,1.0,4.0,3.0,63.0,56.0,4.0,106.0,29.0,14.0,66.0,48.0,54.0,6.0,14.0,0.0
animate_subject_trans,5.0,4.0,17.0,5.0,10.0,54.0,31.0,10.0,8.0,15.0,17.0,37.0,7.0,7.0,19.0,11.0,6.0,3.0,21.0,32.0,10.0,12.0,11.0,9.0,7.0,38.0,79.0,8.0,25.0,11.0,12.0,11.0,1.0,1.0,14.0,9.0,17.0,23.0,55.0,57.0,10.0,12.0,15.0,13.0,5.0,2.0,1228.0,19.0,20.0,15.0,7.0,10.0,22.0,13.0,44.0,6.0,11.0,20.0,4.0,5.0,14.0,5.0,8.0,7.0,17.0,17.0,34.0
principle_A_case_1,15.0,12.0,17.0,6.0,1.0,54.0,13.0,30.0,22.0,33.0,7.0,66.0,1.0,1.0,61.0,21.0,13.0,37.0,2.0,27.0,2.0,15.0,0.0,29.0,41.0,31.0,39.0,4.0,11.0,11.0,42.0,2.0,12.0,16.0,1.0,1.0,14.0,28.0,53.0,46.0,9.0,48.0,1.0,8.0,28.0,6.0,19.0,1228.0,22.0,49.0,1.0,12.0,17.0,22.0,63.0,185.0,15.0,12.0,0.0,13.0,39.0,24.0,1.0,2.0,35.0,16.0,25.0
transitive,10.0,49.0,85.0,55.0,118.0,64.0,72.0,26.0,10.0,54.0,31.0,119.0,115.0,27.0,26.0,29.0,9.0,33.0,51.0,197.0,75.0,21.0,121.0,29.0,58.0,39.0,71.0,122.0,15.0,38.0,47.0,227.0,36.0,33.0,122.0,123.0,44.0,11.0,16.0,43.0,22.0,39.0,116.0,19.0,9.0,21.0,20.0,22.0,1228.0,47.0,110.0,10.0,20.0,27.0,50.0,17.0,31.0,46.0,31.0,30.0,46.0,18.0,25.0,27.0,106.0,5.0,21.0
existential_there_object_raising,1.0,31.0,32.0,29.0,8.0,94.0,86.0,26.0,7.0,67.0,46.0,55.0,12.0,17.0,75.0,49.0,1.0,13.0,2.0,96.0,8.0,43.0,13.0,170.0,84.0,115.0,84.0,10.0,20.0,32.0,513.0,25.0,1.0,60.0,13.0,10.0,8.0,7.0,20.0,68.0,3.0,24.0,12.0,11.0,3.0,2.0,15.0,49.0,47.0,1228.0,7.0,10.0,15.0,36.0,89.0,3.0,1.0,74.0,11.0,7.0,41.0,5.0,7.0,8.0,12.0,7.0,27.0
determiner_noun_agreement_1,0.0,16.0,107.0,53.0,985.0,51.0,61.0,4.0,9.0,8.0,22.0,45.0,1115.0,148.0,8.0,1.0,0.0,45.0,265.0,47.0,445.0,7.0,752.0,6.0,7.0,44.0,63.0,871.0,2.0,37.0,19.0,220.0,211.0,4.0,800.0,963.0,149.0,19.0,2.0,53.0,102.0,6.0,866.0,3.0,0.0,134.0,7.0,1.0,110.0,7.0,1228.0,9.0,3.0,0.0,37.0,0.0,186.0,36.0,168.0,128.0,30.0,0.0,122.0,168.0,71.0,0.0,11.0
coordinate_structure_constraint_complex_left_branch,29.0,0.0,6.0,8.0,6.0,6.0,19.0,6.0,257.0,12.0,30.0,10.0,9.0,14.0,4.0,12.0,20.0,8.0,3.0,10.0,4.0,13.0,9.0,25.0,21.0,16.0,9.0,7.0,13.0,10.0,19.0,10.0,0.0,13.0,9.0,5.0,26.0,10.0,9.0,4.0,6.0,16.0,10.0,14.0,35.0,2.0,10.0,12.0,10.0,10.0,9.0,1228.0,15.0,18.0,7.0,7.0,2.0,39.0,6.0,2.0,7.0,10.0,16.0,17.0,5.0,17.0,11.0
existential_there_quantifiers_2,8.0,9.0,14.0,6.0,4.0,15.0,33.0,20.0,13.0,22.0,14.0,26.0,3.0,17.0,13.0,6.0,10.0,1.0,10.0,28.0,1.0,53.0,7.0,7.0,23.0,20.0,24.0,3.0,7.0,6.0,46.0,19.0,0.0,27.0,6.0,2.0,8.0,21.0,27.0,25.0,6.0,4.0,6.0,18.0,11.0,1.0,22.0,17.0,20.0,15.0,3.0,15.0,1228.0,9.0,22.0,18.0,5.0,15.0,2.0,13.0,17.0,14.0,19.0,21.0,15.0,25.0,43.0
npi_present_1,24.0,26.0,5.0,3.0,1.0,12.0,14.0,30.0,15.0,24.0,7.0,7.0,0.0,11.0,32.0,902.0,19.0,15.0,7.0,16.0,0.0,7.0,0.0,20.0,26.0,5.0,1.0,0.0,31.0,2.0,25.0,6.0,6.0,41.0,0.0,1.0,5.0,8.0,21.0,13.0,8.0,20.0,0.0,30.0,23.0,4.0,13.0,22.0,27.0,36.0,0.0,18.0,9.0,1228.0,9.0,34.0,2.0,12.0,13.0,14.0,4.0,21.0,3.0,3.0,28.0,26.0,21.0
irregular_plural_subject_verb_agreement_1,1.0,36.0,140.0,44.0,43.0,665.0,300.0,33.0,8.0,48.0,38.0,142.0,40.0,24.0,31.0,25.0,5.0,22.0,12.0,142.0,9.0,44.0,54.0,86.0,52.0,402.0,482.0,36.0,11.0,48.0,84.0,58.0,7.0,38.0,54.0,40.0,13.0,25.0,61.0,711.0,7.0,46.0,48.0,18.0,11.0,3.0,44.0,63.0,50.0,89.0,37.0,7.0,22.0,9.0,1228.0,6.0,12.0,48.0,3.0,12.0,105.0,5.0,13.0,16.0,71.0,3.0,72.0
principle_A_domain_1,52.0,21.0,1.0,5.0,0.0,11.0,0.0,20.0,36.0,10.0,5.0,5.0,0.0,15.0,30.0,28.0,50.0,50.0,1.0,2.0,8.0,2.0,0.0,4.0,10.0,6.0,0.0,0.0,15.0,1.0,6.0,2.0,125.0,6.0,0.0,0.0,32.0,60.0,5.0,14.0,11.0,22.0,0.0,7.0,29.0,63.0,6.0,185.0,17.0,3.0,0.0,7.0,18.0,34.0,6.0,1228.0,9.0,1.0,10.0,6.0,21.0,49.0,5.0,6.0,19.0,19.0,1.0
intransitive,29.0,17.0,25.0,29.0,179.0,15.0,5.0,1.0,16.0,0.0,6.0,20.0,188.0,24.0,0.0,2.0,17.0,6.0,202.0,7.0,192.0,8.0,155.0,2.0,0.0,20.0,13.0,181.0,7.0,18.0,0.0,29.0,84.0,2.0,159.0,177.0,34.0,19.0,15.0,13.0,380.0,1.0,175.0,4.0,14.0,56.0,11.0,15.0,31.0,1.0,186.0,2.0,5.0,2.0,12.0,9.0,1228.0,6.0,34.0,534.0,3.0,21.0,156.0,203.0,36.0,9.0,7.0
sentential_negation_npi_scope,0.0,14.0,39.0,15.0,26.0,54.0,139.0,25.0,16.0,85.0,241.0,26.0,30.0,30.0,35.0,21.0,2.0,15.0,6.0,73.0,13.0,39.0,27.0,47.0,59.0,86.0,77.0,18.0,7.0,26.0,119.0,52.0,3.0,45.0,29.0,21.0,15.0,6.0,2.0,41.0,8.0,16.0,29.0,11.0,1.0,4.0,20.0,12.0,46.0,74.0,36.0,39.0,15.0,12.0,48.0,1.0,6.0,1228.0,4.0,10.0,33.0,0.0,1.0,2.0,27.0,1.0,42.0
sentential_subject_island,53.0,45.0,16.0,16.0,155.0,4.0,1.0,5.0,15.0,5.0,1.0,11.0,170.0,343.0,0.0,11.0,21.0,107.0,74.0,2.0,118.0,4.0,154.0,3.0,2.0,2.0,5.0,170.0,14.0,17.0,4.0,75.0,71.0,0.0,148.0,153.0,56.0,28.0,2.0,4.0,43.0,4.0,160.0,3.0,26.0,106.0,4.0,0.0,31.0,11.0,168.0,6.0,2.0,13.0,3.0,10.0,34.0,4.0,1228.0,25.0,15.0,19.0,30.0,36.0,16.0,8.0,10.0
inchoative,19.0,8.0,34.0,33.0,122.0,14.0,9.0,0.0,18.0,3.0,15.0,25.0,126.0,27.0,4.0,11.0,9.0,7.0,140.0,7.0,121.0,13.0,107.0,13.0,3.0,19.0,16.0,129.0,5.0,23.0,2.0,19.0,53.0,8.0,109.0,118.0,24.0,8.0,24.0,15.0,243.0,4.0,123.0,11.0,8.0,29.0,5.0,13.0,30.0,7.0,128.0,2.0,13.0,14.0,12.0,6.0,534.0,10.0,25.0,1228.0,3.0,11.0,110.0,138.0,74.0,15.0,27.0
irregular_past_participle_verbs,21.0,25.0,69.0,32.0,43.0,120.0,62.0,21.0,17.0,48.0,16.0,49.0,36.0,26.0,41.0,6.0,7.0,31.0,11.0,79.0,4.0,17.0,42.0,35.0,72.0,48.0,130.0,30.0,7.0,36.0,32.0,29.0,27.0,34.0,47.0,42.0,39.0,54.0,4.0,100.0,3.0,31.0,37.0,26.0,23.0,14.0,14.0,39.0,46.0,41.0,30.0,7.0,17.0,4.0,105.0,21.0,3.0,33.0,15.0,3.0,1228.0,17.0,5.0,1.0,30.0,12.0,31.0
complex_NP_island,143.0,31.0,1.0,2.0,0.0,4.0,0.0,21.0,16.0,11.0,6.0,12.0,0.0,14.0,17.0,19.0,143.0,31.0,2.0,7.0,14.0,8.0,0.0,1.0,13.0,3.0,11.0,0.0,18.0,0.0,4.0,10.0,30.0,2.0,0.0,0.0,19.0,40.0,10.0,3.0,22.0,12.0,0.0,7.0,55.0,66.0,5.0,24.0,18.0,5.0,0.0,10.0,14.0,21.0,5.0,49.0,21.0,0.0,19.0,11.0,17.0,1228.0,7.0,6.0,5.0,14.0,9.0
wh_vs_that_with_gap_long_distance,3.0,5.0,21.0,10.0,120.0,12.0,5.0,0.0,13.0,0.0,6.0,10.0,121.0,51.0,1.0,3.0,11.0,2.0,188.0,18.0,146.0,14.0,105.0,6.0,0.0,14.0,16.0,124.0,14.0,22.0,1.0,52.0,46.0,3.0,108.0,115.0,32.0,5.0,3.0,16.0,92.0,0.0,112.0,8.0,7.0,48.0,8.0,1.0,25.0,7.0,122.0,16.0,19.0,3.0,13.0,5.0,156.0,1.0,30.0,110.0,5.0,7.0,1228.0,838.0,20.0,14.0,14.0
wh_vs_that_with_gap,6.0,6.0,23.0,13.0,165.0,10.0,3.0,0.0,18.0,0.0,8.0,23.0,163.0,57.0,1.0,3.0,9.0,3.0,227.0,22.0,187.0,14.0,141.0,8.0,0.0,12.0,19.0,164.0,19.0,13.0,1.0,63.0,57.0,1.0,148.0,164.0,38.0,5.0,14.0,16.0,116.0,0.0,153.0,3.0,8.0,54.0,7.0,2.0,27.0,8.0,168.0,17.0,21.0,3.0,16.0,6.0,203.0,2.0,36.0,138.0,1.0,6.0,838.0,1228.0,21.0,11.0,12.0
causative,5.0,31.0,78.0,52.0,84.0,76.0,51.0,14.0,12.0,7.0,23.0,111.0,76.0,22.0,13.0,18.0,10.0,26.0,32.0,47.0,32.0,17.0,87.0,13.0,10.0,60.0,82.0,86.0,12.0,35.0,10.0,53.0,23.0,6.0,89.0,89.0,19.0,9.0,15.0,68.0,15.0,13.0,83.0,19.0,4.0,6.0,17.0,35.0,106.0,12.0,71.0,5.0,15.0,28.0,71.0,19.0,36.0,27.0,16.0,74.0,30.0,5.0,20.0,21.0,1228.0,3.0,9.0
left_branch_island_echo_question,34.0,18.0,5.0,1.0,0.0,3.0,0.0,10.0,50.0,6.0,22.0,3.0,0.0,5.0,25.0,21.0,19.0,4.0,1.0,8.0,3.0,4.0,0.0,11.0,7.0,3.0,5.0,0.0,18.0,0.0,8.0,3.0,6.0,10.0,0.0,0.0,9.0,19.0,22.0,2.0,23.0,13.0,0.0,15.0,24.0,14.0,17.0,16.0,5.0,7.0,0.0,17.0,25.0,26.0,3.0,19.0,9.0,1.0,8.0,15.0,12.0,14.0,14.0,11.0,3.0,1228.0,13.0
only_npi_licensor_present,8.0,21.0,25.0,15.0,14.0,42.0,68.0,9.0,3.0,21.0,55.0,44.0,14.0,14.0,37.0,25.0,2.0,1.0,9.0,56.0,5.0,184.0,18.0,28.0,21.0,74.0,67.0,9.0,19.0,10.0,39.0,11.0,1.0,27.0,14.0,14.0,13.0,5.0,20.0,49.0,9.0,8.0,12.0,12.0,2.0,0.0,34.0,25.0,21.0,27.0,11.0,11.0,43.0,21.0,72.0,1.0,7.0,42.0,10.0,27.0,31.0,9.0,14.0,12.0,9.0,13.0,1228.0
